unique_ID,SMILES,InChI,pka_type,pka_value,T,remarks,method,assessment,ref,ref_remarks,entry_remarks,original_IUPAC_names,name_contributors,num_name_contributors,original_IUPAC_nicknames,source,pressure,acidity_label,original_T,solvent
perrin938,CN(C)c1ccc(C(O)(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,"InChI=1S/C25H31N3O/c1-26(2)22-13-7-19(8-14-22)25(29,20-9-15-23(16-10-20)27(3)4)21-11-17-24(18-12-21)28(5)6/h7-18,29H,1-6H3",pKaH1,9.36,25,"C=2x10-6, took several days to come to equilibrium",O5,Uncertain,G27,,,"triphenylcarbinol, 4,4',4"" trisdimethylamino-",['manual_no_smiles'],1,,perrin,,AH,25+2,
perrin329,CCCCCCCCCCCCCNCCCCCCCCCCCCC,"InChI=1S/C26H55N/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-26-24-22-20-18-16-14-12-10-8-6-4-2/h27H,3-26H2,1-2H3",pKaH1,11,25,"C=0.0008 to 0.008, extrapolation from water, ethanol mixtures",C2,Approximate,H52,,,"tridecane, 1-tridecylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin_supp4217,CCCCCCCCCCCCCCCCCCN(CC(O)CC)CC(O)CC,"InChI=1S/C26H55NO2/c1-4-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-27(23-25(28)5-2)24-26(29)6-3/h25-26,28-29H,4-24H2,1-3H3",pKaH1,5.6,25,I=0.06,,,P18,,,"octadecane, 1-(bis-2-hydroxybutyl)amino-","['chemaxon_name1', 'manual_only_one']",2,,perrin_supp,,AH,,
perrin937,CCN(CC)c1ccc(C(O)(c2ccccc2)c2ccc(N(CC)CC)cc2)cc1,"InChI=1S/C27H34N2O/c1-5-28(6-2)25-18-14-23(15-19-25)27(30,22-12-10-9-11-13-22)24-16-20-26(21-17-24)29(7-3)8-4/h9-21,30H,5-8H2,1-4H3",pKaH1,7.9,25,"C=2x10-6, took several hours to come to equilibrium",O5,Uncertain,G27,,,"triphenylcarbinol, 4,4'-bisdiethylamino-",['manual_no_smiles'],1,,perrin,,AH,25+2,
perrin5,N#CCN,"InChI=1S/C2H4N2/c3-1-2-4/h1,3H2",pKaH1,5.34,25,C=0.01,E3bg,Approximate,S75,,,"methane, aminocyano-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin1858,C1=NNC=NN1,"InChI=1S/C2H4N4/c1-3-5-2-6-4-1/h1-2H,(H,3,4)(H,5,6)",pKaH1,2.25,25,,Kin.,Uncertain,D22,,,"1,2,4,5-Tetrazine, 1,4-dihydro-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin946,C1CN1,"InChI=1S/C2H5N/c1-2-3-1/h3H,1-2H2",pKaH1,8.04,25,C=0.001 to 0.01,E3bg,Approximate,S39,,,Aziridine,"['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1', 'pubchem_nickname']",5,,perrin,,AH,,
perrin1865,Cn1nnnc1N,"InChI=1S/C2H5N5/c1-7-2(3)4-5-6-7/h1H3,(H2,3,4,6)",pKaH1,1.82,25,Estimated from results in glacial acetic acid,E3bg,Uncertain,R27,,,"tetrazole, 5-amino-1-methyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,25+2,
perrin1872,N=C(N)Nc1nnn[nH]1,"InChI=1S/C2H5N7/c3-1(4)5-2-6-8-9-7-2/h(H5,3,4,5,6,7,8,9)",pKaH1,3.26,25,Estimated from results in glacial acetic acid,E3bg,Uncertain,R27,,,"tetrazole, 5-guanidino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,25+2,
perrin3140,NCC(=O)O,"InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)",pKaH1,2.86,25,"In D2O, I=0.11, ""mixed"" constants, taking pH of 0.1M NaCl, 0.01 M DCl in D2O as 1.70",E3bg,Approximate,L43,," Other measurements: A14, C10, C61, I14, L41, S47, S80",Glycine,"['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1', 'pubchem_nickname']",5,,perrin,,AH,,D2O
perrin1,CC(=N)N,"InChI=1S/C2H6N2/c1-2(3)4/h1H3,(H3,3,4)",pKaH1,12.4,25,"C=0.04, f+/- taken equal f+/-(KCl)",E3bh,Uncertain,S29,,,"methane, amidino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin3,NCC(N)=O,"InChI=1S/C2H6N2O/c3-1-2(4)5/h1,3H2,(H2,4,5)",pKaH1,7.95,25,I=0.01,E3bg,Approximate,D11,," Other measurements: C19, L34","methane, C-amino-C-carbamoyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin105,NC(=NO)C(N)=NO,"InChI=1S/C2H6N4O2/c3-1(5-7)2(4)6-8/h7-8H,(H2,3,5)(H2,4,6)",pKaH1,2.98,25,"C=0.005, I~0.006",E3bg,Approximate,P8,,,"ethane, 1,2-diamino-1,2-bishydroxyimino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin36,CCN,"InChI=1S/C2H7N/c1-2-3/h2-3H2,1H3",pKaH1,10.75,25,C=0.01,E3dg,Approximate,G21,," Other measurements: A11, B135, C8, H16, M45, M52, R38","ethane, amino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin26,CNC,"InChI=1S/C2H7N/c1-3-2/h3H,1-2H3",pKaH1,10.81,25,"(c), κ=2.0, I=0.005 to 0.01",C2,Approximate,S61,," Other measurements: H16, M52, M56","methane, methylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin4,NCC(=O)NN,"InChI=1S/C2H7N3O/c3-1-2(6)5-4/h1,3-4H2,(H,5,6)",pKaH1,7.69,25,I=0.05 to 0.2 “mixed” constants,E3bg,Approximate,L47,,,"methane, C-amino-C-hydrazinocarbonyl-","['OPSIN_name1', 'manual_only_one']",2,,perrin,,AH,,
perrin23,CN(C)O,"InChI=1S/C2H7NO/c1-3(2)4/h4H,1-2H3",pKaH1,5.2,25,"C=0.0025, I=0.05 to 0.25","E3bg, R4",Approximate,B70,,,"methane, N-hydroxy-N-methylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin24,CNOC,"InChI=1S/C2H7NO/c1-3-4-2/h3H,1-2H3",pKaH1,4.75,25,"C=0.0025, I=0.05 to 0.25","E3bg, R4",Approximate,B70,,,"methane, N-methoxyamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin53,NCCO,"InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2",pKaH1,9.51,25,"(c), I=0.015 f_H+ taken equal to f+/-(HCl)",E3bg,Approximate,D6,," Other measurements: B135, H5, S48, G23","ethane, 1-amino-2-hydroxy-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin_supp4035,NCCN,InChI=1S/C2H8N2/c3-1-2-4/h1-4H2,pKaH1,9.98,25,"I=0.5(KNO3), , ""mixed"" constants",E3bg,Approximate,V1,,,"ethane, 1,2-diamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,,
perrin_supp8230,NNCCO,"InChI=1S/C2H8N2O/c3-4-1-2-5/h4-5H,1-3H2",pKaH1,7.12,25,"I=0.0025M, as hydrochloride",E3bg,Approximate,P43,,,"hydrazine, (2-hydroxy)ethyl-",['manual_inconsistent'],1,,perrin_supp,,AH,,
perrin333,CCCCCCCCCCCCCCCNCCCCCCCCCCCCCCC,"InChI=1S/C30H63N/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h31H,3-30H2,1-2H3",pKaH1,11,25,"C=0.0008 to 0.008, extrapolation from water, ethanol mixtures",C2,Approximate,H52,,,"pentadecane, 1-pentadecylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin981,O=C(Nc1ccccc1)Nc1ccc(CC(CN2CCCCC2)c2ccc(NC(=O)Nc3ccccc3)cc2)cc1,"InChI=1S/C34H37N5O2/c40-33(35-29-10-4-1-5-11-29)37-31-18-14-26(15-19-31)24-28(25-39-22-8-3-9-23-39)27-16-20-32(21-17-27)38-34(41)36-30-12-6-2-7-13-30/h1-2,4-7,10-21,28H,3,8-9,22-25H2,(H2,35,37,40)(H2,36,38,41)",pKaH1,7.99,25,C=10-4,E3dg,Uncertain,K58,,,"piperidine, 1-(2,3-(dicarbanilido)propyl)-",['manual_no_smiles'],1,,perrin,,AH,,
perrin339,CCCCCCCCCCCCCCCCCCNCCCCCCCCCCCCCCCCCC,"InChI=1S/C36H75N/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-37-36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h37H,3-36H2,1-2H3",pKaH1,11,25,"C=0.0008 to 0.008, extrapolation from water, ethanol mixtures",C2,Approximate,H52,,,"octadecane, 1-octadecylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin183,CC(N)CN,"InChI=1S/C3H10N2/c1-3(5)2-4/h3H,2,4-5H2,1H3",pKaH1,9.97,25,"I=1.3, ""mixed"" constants",E3bh,Approximate,K9,,,"propane, 1,2-diamino-","['OPSIN_name1', 'chemaxon_name1', 'pubchem_name1', 'pubchem_nickname']",4,,perrin,,AH,,
perrin60,CNCCN,"InChI=1S/C3H10N2/c1-5-3-2-4/h5H,2-4H2,1H3",pKaH1,10.4,25,"I=0.65, “mixed” constant",E3bg,Approximate,B21,, Other measurement: K9,"ethane, 1-amino-2-methylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin184,NCCCN,InChI=1S/C3H10N2/c4-2-1-3-5/h1-5H2,pKaH1,9.8,25,C=0.0004 formula for calculating pKs only approximate,E3b,Uncertain,G3,," Other measurements: H25, P44","propane, 1,3-diamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin188,NCC(O)CN,"InChI=1S/C3H10N2O/c4-1-3(6)2-5/h3,6H,1-2,4-5H2",pKaH1,9.57,25,"I=1.3, ""mixed"" constants",E3bh,Approximate,K9,,,"propane, 1,3-diamino-2-hydroxy-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin_supp5387,Nc1ncc[nH]1,"InChI=1S/C3H5N3/c4-3-5-1-2-6-3/h1-2H,(H3,4,5,6)",pKaH1,8.46,25,"I=0.1(KCl),  C=0.008M",E3bg,Approximate,S54,,,"imidazole, 2-amino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,,
serjeant2190,N#CCC(=O)NN,"InChI=1S/C3H5N3O/c4-2-1-3(7)6-5/h1,5H2,(H,6,7)",pKaH1,2.47,25,Mixed constant,E3bg,Uncertain,T43,,,"acetohydrazide, 2-cyano-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,AH,,
perrin1424,N=C1NCC(=O)N1,"InChI=1S/C3H5N3O/c4-3-5-1-2(7)6-3/h1H2,(H3,4,5,6,7)",pKaH1,4.76,25,C=0.02,E3bh,Approximate,F2,,,"imidazolidine, 2-imino-4-oxo-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin1830,Nc1ncnc(N)n1,"InChI=1S/C3H5N5/c4-2-6-1-7-3(5)8-2/h1H,(H4,4,5,6,7,8)",pKaH1,5.88,25,C=0.07,E3bg,Approximate,D38,,,"1,3,5-Triazine, 2,4-diamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin_supp6524,NNc1nc(=O)cn[nH]1,"InChI=1S/C3H5N5O/c4-7-3-6-2(9)1-5-8-3/h1H,4H2,(H2,6,7,8,9)",pKaH1,2.73,25,C=1.5x10-2M,E3bg,Uncertain,K5,,,"1,2,4-Triazine, 3-hydrazino-2,5-dihydro-5-oxo-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,,
perrin_supp8258,C#CCNN,"InChI=1S/C3H6N2/c1-2-3-5-4/h1,5H,3-4H2",pKaH1,5.46,25,"C=0.0025M, as hydrochloride",E3bg,Approximate,P43,,,"hydrazine, prop-2-ynyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,,
perrin_supp5747,O=C1CCNN1,"InChI=1S/C3H6N2O/c6-3-1-2-4-5-3/h4H,1-2H2,(H,5,6)",pKaH1,3.36,25,C=0.01M,E3bg,Uncertain,Z1a,,,"pyrazole, tetrahydro-3-oxo-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,Room,
perrin_supp7594,N[C@@H]1CONC1=O,"InChI=1S/C3H6N2O2/c4-2-1-7-5-3(2)6/h2H,1,4H2,(H,5,6)/t2-/m1/s1",pKaH1,4.5,25,C=0.01M; I=0-0.2,E3bg,Approximate,N20,,,Cycloserine,"['chemaxon_name1', 'cirpy_name1', 'pubchem_name1']",3,,perrin_supp,,AH,,
perrin1839,Nc1nc(N)nc(N)n1,"InChI=1S/C3H6N6/c4-1-7-2(5)9-3(6)8-1/h(H6,4,5,6,7,8,9)",pKaH1,5.1,25,C=0.003,O5,Uncertain,D35,,,"1,3,5-Triazine, 2,4,6-triamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin217,C=CCN,"InChI=1S/C3H7N/c1-2-3-4/h2H,1,3-4H2",pKaH1,9.49,25,C=0.01,E3dg,Approximate,G21,,,"prop-2-ene, 1-amino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin944,C1CNC1,"InChI=1S/C3H7N/c1-2-4-3-1/h4H,1-3H2",pKaH1,11.29,25,C=0.001 to 0.01,E3bg,Approximate,S39,,,Azetidine,"['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1', 'pubchem_nickname']",5,,perrin,,AH,,
perrin956,CN1CC1,"InChI=1S/C3H7N/c1-4-2-3-4/h2-3H2,1H3",pKaH1,7.86,25,I=0.001 to 0.01,E3bg,Approximate,S39,,,"aziridine, N-methyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin_supp4219,NC1CC1,"InChI=1S/C3H7N/c4-3-1-2-3/h3H,1-2,4H2",pKaH1,9.1,25,,,,L36,,,"cyclopropane, amino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,,
perrin_supp8207,N#CCCNN,"InChI=1S/C3H7N3/c4-2-1-3-6-5/h6H,1,3,5H2",pKaH1,5.91,25,"I=0.0025M, as hydrochloride",E3bg,Approximate,P43,,,"hydrazine, (2-cyano)ethyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,,
perrin3190,NC(N)=NCC(=O)O,"InChI=1S/C3H7N3O2/c4-3(5)6-1-2(7)8/h1H2,(H,7,8)(H4,4,5,6)",pKaH1,2.82,25,C=0.02,E3bh,Approximate,F2,,,Guanidinoacetic acid,['manual_inconsistent'],1,,perrin,,AH,,
serjeant2234,CC(N)C(=O)O,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)",pKaH1,3.51,25,"I=0.2(NaClO4), concentration constants",E3bg,Approximate,C44,,,"propanoic acid, 2-amino-",['manual_inconsistent'],1,β-Alanine,serjeant,,AH,,
perrin2979,C[C@H](N)C(=O)O,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1",pKaH1,2.73,25,"As above, but in D2O, taking pK of thymol blue in D2O=2.05",O4,Approximate,H67,," For calculation of thermodynamic quantities from these results  see ref. C45
 - Other measurements: C10, C61",Alanine,"['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1']",3,,perrin,,AH,,D2O
perrin3291,CNCC(=O)O,"InChI=1S/C3H7NO2/c1-4-2-3(5)6/h4H,2H2,1H3,(H,5,6)",pKaH1,2.35,25,"C=0.1, ""mixed"" constants",E3bh,Approximate,C41,,,Sarcosine,"['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1', 'pubchem_nickname']",5,,perrin,,AH,,
perrin_supp7654,COC(=O)CN,"InChI=1S/C3H7NO2/c1-6-3(5)2-4/h2,4H2,1H3",pKaH1,7.66,25,Corrected from I=0.1(KCl); f+=0.772,E3bg,Approximate,H26,Thermodynamic quantities are derived from the results,,Glycine methyl ester,"['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1']",4,,perrin_supp,,AH,,
perrin_supp7567,NCCC(=O)O,"InChI=1S/C3H7NO2/c4-2-1-3(5)6/h1-2,4H2,(H,5,6)",pKaH1,3.66,25,"I=0.2(KCl) C=0.005M, concentration constants",E3bg,Approximate,S30,,,3-Aminopropionic acid,"['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1']",4,,perrin_supp,,AH,,
perrin3216,NCC(O)C(=O)O,"InChI=1S/C3H7NO3/c4-1-2(5)3(6)7/h2,5H,1,4H2,(H,6,7)",pKaH1,2.72,25,C=0.04,E3bh,Approximate,E25,,,Isoserine,"['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1', 'pubchem_nickname']",5,,perrin,,AH,,
serjeant2237,N[C@@H](CO)C(=O)O,"InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1",pKaH1,2.29,25,I=0.2(KNO3),E3bg,Approximate,R7,,,"propanoic acid, 2-amino-3-hydroxy-","['OPSIN_name1', 'OPSIN_nickname1', 'cirpy_nickname1', 'pubchem_name1', 'pubchem_nickname1', 'chemaxon_name1', 'chemaxon_nickname1']",7,Serine,serjeant,,AH,,
perrin12,CNCC(N)=O,"InChI=1S/C3H8N2O/c1-5-2-3(4)6/h5H,2H2,1H3,(H2,4,6)",pKaH1,8.31,25,C=0.01,E3bg,Approximate,D10,,,"methane, C-carbamoyl-C-methylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin3117,NCC(N)C(=O)O,"InChI=1S/C3H8N2O2/c4-1-2(5)3(6)7/h2H,1,4-5H2,(H,6,7)",pKaH1,6.8,25,"C=0.1, as hydrochloride, ""mixed"" constant",E3bh,Approximate,G52,,,"DL-2,3-Diaminopropionic acid","['OPSIN_name1', 'chemaxon_name1', 'pubchem_name1', 'pubchem_nickname']",4,,perrin,,AH,,
perrin_supp7616,NC[C@H](N)C(=O)O,"InChI=1S/C3H8N2O2/c4-1-2(5)3(6)7/h2H,1,4-5H2,(H,6,7)/t2-/m0/s1",pKaH1,6.76,25,"C=0.01-0.001M, I=0.1(KCl), f[H+]=0.782, concentration constants",E3bg,Approximate,S10,,,"2,3-Diaminopropionic acid","['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1']",4,,perrin_supp,,AH,,
perrin186,NC(CC(N)=NO)=NO,"InChI=1S/C3H8N4O2/c4-2(6-8)1-3(5)7-9/h8-9H,1H2,(H2,4,6)(H2,5,7)",pKaH1,4.73,25,"C=0.001, I~0.006",E3bg,Uncertain,P8,,,"propane, 1,3-diamino-1,3-bishydroxyimino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin138,CCCN,"InChI=1S/C3H9N/c1-2-3-4/h2-4H2,1H3",pKaH1,10.75,25,C=0.01,E3dg,Approximate,G21,," Other measurements: D24, H16, M11, R38","propane, 1-amino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin_supp4004,CN(C)C,InChI=1S/C3H9N/c1-4(2)3/h1-3H3,pKaH1,9.987,25,(m) pK of trimethylamine-d9,"C1, R1d",Reliable,N23,Thermodynamic quantities are derived from the results,,"methane, dimethylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,,
perrin3726,CN(C)C(=N)N,"InChI=1S/C3H9N3/c1-6(2)3(4)5/h1-2H3,(H3,4,5)",pKaH1,14,25,C=0.03,E3bg,Very uncertain,D15,,,"guanidine, N,N-dimethyl-","['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1', 'pubchem_nickname']",5,,perrin,,AH,25+2,
perrin149,CC(N)CO,"InChI=1S/C3H9NO/c1-3(4)2-5/h3,5H,2,4H2,1H3",pKaH1,9.43,25,,E3bg,Approximate,G23,,,"propane, 2-amino-1-hydroxy-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin25,CON(C)C,InChI=1S/C3H9NO/c1-4(2)5-3/h1-3H3,pKaH1,3.65,25,"C=0.0025, I=0.05 to 0.26","E3bg, R4",Approximate,B70,,,"methane, N-methoxyamino-N-methyl-",['manual_no_smiles'],1,,perrin,,AH,,
perrin_supp4063,CNCCO,"InChI=1S/C3H9NO/c1-4-2-3-5/h4-5H,2-3H2,1H3",pKaH1,9.88,25,,E3b,Approximate,C16,,,"ethane, 1-hydroxy-2-methylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,,
perrin_supp4019,COCCN,"InChI=1S/C3H9NO/c1-5-3-2-4/h2-4H2,1H3",pKaH1,9.4,25,C=0.05M,E3bg,Approximate,L35,,,"ethane, 1-amino-2-methoxy-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,,
perrin148,NCCCO,"InChI=1S/C3H9NO/c4-2-1-3-5/h5H,1-4H2",pKaH1,9.96,25,C=0.005 to 0.1,"E1ch, R4",Reliable,S20,,,"propane, 1-amino-3-hydroxy-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin1465,C1CNCCN1,"InChI=1S/C4H10N2/c1-2-6-4-3-5-1/h5-6H,1-4H2",pKaH1,9.81,25,"""Mixed"" constants",E3bg,Approximate,H5,,,Piperazine,"['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1', 'pubchem_nickname']",5,,perrin,,AH,,
perrin33,CC(=O)NCCN,"InChI=1S/C4H10N2O/c1-4(7)6-3-2-5/h2-3,5H2,1H3,(H,6,7)",pKaH1,9.25,25,C=0.01,E3dg,Approximate,H4,,,"ethane, 1-acetamido-2-amino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin27,CNCC(=O)NC,"InChI=1S/C4H10N2O/c1-5-3-4(7)6-2/h5H,3H2,1-2H3,(H,6,7)",pKaH1,8.24,25,C=0.01,E3bg,Approximate,D10,,,"methane, C-methylamino-(N-methyl)carbamoyl-","['OPSIN_name1', 'manual_only_one']",2,,perrin,,AH,,
perrin_supp8216,CCOC(=O)CNN,"InChI=1S/C4H10N2O2/c1-2-8-4(7)3-6-5/h6H,2-3,5H2,1H3",pKaH1,5.97,25,"C=0.0025M, as hydrochloride",E3bg,Approximate,P43,,,"hydrazine, ethoxycarbonylmethyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,,
perrin_supp7617,COC(=O)C(N)CN,"InChI=1S/C4H10N2O2/c1-8-4(7)3(6)2-5/h3H,2,5-6H2,1H3",pKaH1,8.33,25,"C=0.01-0.001M, I=0.1(KCl), f[H+]=0.782, concentration constants",E3bg,Approximate,S10,,,"2,3-Diaminopropionic acid methyl ester","['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1']",3,,perrin_supp,,AH,,
perrin_supp7614,NCC[C@H](N)C(=O)O,"InChI=1S/C4H10N2O2/c5-2-1-3(6)4(7)8/h3H,1-2,5-6H2,(H,7,8)/t3-/m0/s1",pKaH1,8.31,25,"C=0.01-0.001M, I=0.1(KCl), f[H+]=0.782, concentration constants",E3bg,Approximate,S10,,,"2,4-Diaminobutyric acid","['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1']",4,,perrin_supp,,AH,,
perrin3101,NOCC[C@H](N)C(=O)O,"InChI=1S/C4H10N2O3/c5-3(4(7)8)1-2-9-6/h3H,1-2,5-6H2,(H,7,8)/t3-/m0/s1",pKaH1,3.7,25,"C=0.02, as sulphate, ""mixed"" constants",E3bg,Uncertain,T10,,,Canaline,"['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1', 'pubchem_nickname']",5,,perrin,,AH,,
perrin254,NC(CCC(N)=NO)=NO,"InChI=1S/C4H10N4O2/c5-3(7-9)1-2-4(6)8-10/h9-10H,1-2H2,(H2,5,7)(H2,6,8)",pKaH1,5.93,25,"C=0.001, I~0.006",E3bg,Approximate,P8,,,"butane, 1,4-diamino-1,4-bishydroxyimino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin232,CCCCN,"InChI=1S/C4H11N/c1-2-3-4-5/h2-5H2,1H3",pKaH1,10.66,25,C=0.01,E3dg,Approximate,G21,," Other measurements: B72, D24, G60, R38","butane, 1-amino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin119,CCNCC,"InChI=1S/C4H11N/c1-3-5-4-2/h5H,3-4H2,1-2H3",pKaH1,11.16,25,C=0.01,E3dg,,G21,," Other measurements: C8, A11, H16, R38","ethane, ethylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin152,CC(C)CN,"InChI=1S/C4H11N/c1-4(2)3-5/h4H,3,5H2,1-2H3",pKaH1,10.72,25,"I=0.5, ""mixed"" constant",E3ag,Approximate,B135,," Other measurements:  D24, H16, T13","propane, 1-amino-2-methyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin_supp4101,CC(C)(C)N,"InChI=1S/C4H11N/c1-4(2,3)5/h5H2,1-3H3",pKaH1,10.685,25,"(m), I=0.01 to 0.09","E1ch, R4",Reliable,H35,,,"propane, 2-amino-2-methyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,,
perrin3740,CN=C(NC)NC,"InChI=1S/C4H11N3/c1-5-4(6-2)7-3/h1-3H3,(H2,5,6,7)",pKaH1,14,25,C=0.03,E3bg,Very uncertain,D15,,,"guanidine, N,N',N""-trimethyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin237,CCC(N)CO,"InChI=1S/C4H11NO/c1-2-4(5)3-6/h4,6H,2-3,5H2,1H3",pKaH1,9.55,25,"I=0.1, ""mixed"" constant",E3ag,Approximate,O5,,,"butane, 2-amino-1-hydroxy-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin_supp4057,CCNCCO,"InChI=1S/C4H11NO/c1-2-5-3-4-6/h5-6H,2-4H2,1H3",pKaH1,9.85,25,(m) I=0.10 to 0.25,E3ag,Approximate,D17,Thermodynamic quantities are derived from the results,,"ethane, 1-ethylamino-2-hydroxy-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,,
perrin151,CC(C)(N)CO,"InChI=1S/C4H11NO/c1-4(2,5)3-6/h6H,3,5H2,1-2H3",pKaH1,9.72,25,"I=0.1, ""mixed"" constant",E3bg,Approximate,G23,,,"propane, 2-amino-1-hydroxy-2-methyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin150,CC(C)(O)CN,"InChI=1S/C4H11NO/c1-4(2,6)3-5/h6H,3,5H2,1-2H3",pKaH1,9.25,25,"I=0.5, “mixed” constant",E3bg,Approximate,E2,,,"propane, 1-amino-2-hydroxy-2-methyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin_supp4049,CN(C)CCO,"InChI=1S/C4H11NO/c1-5(2)3-4-6/h6H,3-4H2,1-2H3",pKaH1,9.26,25,,E3b,Approximate,C16,,,"ethane, 1-dimethylamino-2-hydroxy-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,,
