ID,formula,amine_class,smiles,idx,acid_or_base,pka_type,pka_value,source,inchi_key,MLa_Prediction
51824,C10H11N,secondary,c1ccc2c(c1)C1CN[C@@H]2C1,8,base,pKAH1,9.93,chembl,ACLBUJFZNPDIQN-OMNKOJBGSA-N,9.314499112648134
51835,C5H11NO,secondary,OC1CCNCC1,4,base,pKAH1,9.73,chembl,HDOWRFHMPULYOA-UHFFFAOYSA-N,9.91462440532259
51858,C9H15NO2,secondary,CC(=O)O[C@@H]1CCC2CCC1N2,11,base,pKAH1,10.26,chembl,BNWAMMIACLCTHQ-AMDVSUOASA-N,9.560916306764588
51893,C12H25NO,primary,C=CCCCCCCC[C@@H](O)[C@H](C)N,13,base,pKAH1,9.83,chembl,DYBRAHBPARLKOA-NWDGAFQWSA-N,9.213533199428056
51926,C10H14N4,secondary,c1ncc(N2C[C@@H]3CCNC[C@@H]32)cn1,9,base,pKAH1,9.42,chembl,XJFDNBHNRYAQBA-WPRPVWTQSA-N,8.766367047787671
51970,C12H17NO2,tertiary,CCN1CCOC(c2cccc(O)c2)C1,2,base,pKAH1,6.82,chembl,RGPCRBZQIQJDTL-UHFFFAOYSA-N,8.476085147309725
51995,C10H15N5,tertiary,C=CCn1nnc(C2=CCCN(C)C2)n1,11,base,pKAH1,7.43,chembl,VBQFOIUZXHYBMC-UHFFFAOYSA-N,8.31617555804451
51999,C12H21N,secondary,CC1CC23CNCC2(C1)CC(C)C3,5,base,pKAH1,11.22,chembl,UGAVGLPULRTEGW-UHFFFAOYSA-N,10.14470597452519
52012,C12H15N3,secondary,C1=C(c2cccnn2)C2CC[C@H](CC1)N2,14,base,pKAH1,10.04,chembl,VXTZUYSBQCAVOJ-FTNKSUMCSA-N,10.01691996668814
52013,C13H17NO2,tertiary,CN1CCOC2c3cc(O)ccc3CC[C@H]21,1,base,pKAH1,7.04,chembl,HYKSVWMPUSUKGD-PZORYLMUSA-N,8.527959355759855
52027,C12H21N5,primary,NCCNC1CNCC1Cc1cccc(N)n1,6,base,pKAH1,10.23,chembl,BETYXZSFUFTOLC-UHFFFAOYSA-N,9.992215815200462
52028,C13H21N3O3,secondary,CC(C)(C)NCC(O)c1ccc(O)c(C(=O)NN)c1,4,base,pKAH1,9.69,chembl,LMUDWMSPVVKRGO-UHFFFAOYSA-N,8.255153821310468
52034,C12H15NO5,secondary,CNCC(O)COC(=O)c1ccc2c(c1)OCO2,1,base,pKAH1,9.7,chembl,BGXXNGYZEPCISR-UHFFFAOYSA-N,8.110247150415626
52047,C12H17N5O2,primary,NC[C@H]1C[C@@H](n2cnc3c(N)nccc32)C(O)[C@H]1O,0,base,pKAH1,9.54,chembl,LFMZHWQIXHERRD-GIHWYQPASA-N,8.02306623614702
52050,C7H9NO3,primary,NC(O)c1ccc(O)c(O)c1,0,base,pKAH1,8.0,chembl,GMORFPHURZEPSE-UHFFFAOYSA-N,8.115714606490878
52082,C13H19N7O4,secondary,Cc1ncc([N+](=O)[O-])n1CCNCCCCn1ccnc1[N+](=O)[O-],11,base,pKAH1,9.92,chembl,CMHKPKFFNKEPEL-UHFFFAOYSA-N,7.737537458092193
52089,C9H15N5,tertiary,CCn1nnc(C2=CCCN(C)C2)n1,10,base,pKAH1,7.43,chembl,RNMOMKCRCIRYCZ-UHFFFAOYSA-N,8.336994263042472
52099,C13H19N7O5,primary,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CNC(=O)[C@@H](N)CO)[C@@H](O)[C@H]1O,18,base,pKAH1,7.85,chembl,PNVYZDVZLBZHOD-YTMOPEAISA-N,7.969585592042034
52118,C10H17NO2,tertiary,C[C@H]1OC2(CCN(C)CC2)CC1=O,6,base,pKAH1,8.15,chembl,OODDNJQTVFMGCF-MRVPVSSYSA-N,7.92783971871788
52131,C9H14N2O,tertiary,Cc1cc([C@H]2CCCN2C)on1,8,base,pKAH1,8.02,chembl,ILLGYRJAYAAAEW-MRVPVSSYSA-N,8.523826805150511
52155,C11H15N,secondary,c1ccc2c(c1)CCCCNC2,10,base,pKAH1,9.61,chembl,QLEFVMRRZCGFFA-UHFFFAOYSA-N,9.498896174579652
52178,C11H15NO,primary,CC(N)Cc1ccc2c(c1)CCO2,2,base,pKAH1,10.04,chembl,PZTJXZKNTPCPJL-UHFFFAOYSA-N,9.869375304207718
52212,C13H19N,secondary,Cc1cc(C)cc(C2CCCNC2)c1,11,base,pKAH1,10.12,chembl,KCTMOZHTZAFYSJ-UHFFFAOYSA-N,9.70714351107204
52235,C13H17NO3,primary,COc1c2c(c(CCN)c3c1OCC3)CCO2,8,base,pKAH1,9.78,chembl,NZPLNCQAEYLYII-UHFFFAOYSA-N,9.785141337274219
52246,C13H17NO3,tertiary,CN1CCC[C@@H]1[C@H]1COc2ccc(O)cc2O1,1,base,pKAH1,8.38,chembl,OHYANMWFAIMESB-ZWNOBZJWSA-N,8.124601101494997
52263,C10H12N2O2,primary,NC(=O)c1cccc2c1C[C@@H](N)CO2,11,base,pKAH1,8.83,chembl,BSIXOZMGFYGXST-ZCFIWIBFSA-N,8.818293270075904
52269,C11H13NO2,secondary,O=C(O)[C@@H](Cc1ccccc1)[C@@H]1CN1,13,base,pKAH1,7.6,chembl,DYSKIYNLUZTAPM-UWVGGRQHSA-N,7.898007316540772
52273,C10H17NO2,tertiary,C[C@@H]1OC2(CCN(C)CC2)CC1=O,6,base,pKAH1,8.15,chembl,OODDNJQTVFMGCF-QMMMGPOBSA-N,7.936615451377221
52279,C13H18N2O,tertiary,Cc1cc(C=O)ccc1N1CCN(C)CC1,9,base,pKAH1,6.99,chembl,LYBVBBWGSABASO-UHFFFAOYSA-N,8.218271743509025
52289,C13H28N2O3,secondary,CCOCCOCCOCCNC1CCNCC1,11,base,pKAH1,10.13,chembl,JZZAACGVYGQHGM-UHFFFAOYSA-N,9.862915195603762
52297,C11H15N3O3,primary,NC(C(=O)NO)C(=O)NCCc1ccccc1,0,base,pKAH1,6.11,chembl,MHNVTUSAHDUYCV-UHFFFAOYSA-N,6.735856842259365
52329,C13H24N8,tertiary,CCN(CC)CCCN(Cn1cncn1)Cn1cncn1,2,base,pKAH1,9.94,chembl,JFUWVXLGULYGML-UHFFFAOYSA-N,8.059146346155613
52352,C9H12N2O2,secondary,Oc1cncc(OC[C@H]2CCN2)c1,11,base,pKAH1,9.83,chembl,KMEVIWZIHWXXGI-SSDOTTSWSA-N,8.719133465979962
52359,C10H19NO,primary,NCC(O)/C1=C/CCCCCC1,0,base,pKAH1,9.53,chembl,KWBPAVXOXCJZKV-RMKNXTFCSA-N,9.28083093566262
52367,C12H16N2O,primary,COc1ccc2c(ccn2CC(C)N)c1,13,base,pKAH1,9.92,chembl,PGZNJNNSWDHHNR-UHFFFAOYSA-N,9.514057573167449
52372,C12H15N3,secondary,C1=C(c2ccnnc2)C2CCC(CC1)N2,14,base,pKAH1,10.13,chembl,SAOUDQKVCQGQDK-UHFFFAOYSA-N,9.508758791911717
52387,C7H14N2O2,tertiary,CN(C)C[C@H]1CN(C)C(=O)O1,1,base,pKAH1,8.16,chembl,SXGAHCLWFLASQB-LURJTMIESA-N,8.057807513371783
52408,C9H15NO2,tertiary,CC(=O)OC1CC2CC1N(C)C2,9,base,pKAH1,8.63,chembl,RUJWXIZWLKRTGN-UHFFFAOYSA-N,8.63102962190767
52418,C13H25N5,tertiary,CCC(C)Nc1cc(C)nc(NCCN(C)C)n1,14,base,pKAH1,8.68,chembl,CGICTCXPZFZPAY-UHFFFAOYSA-N,8.707959697986386
52422,C8H16N2O6,primary,NCC(=O)N[C@@H]1OC(CO)C(O)C(O)C1O,0,base,pKAH1,8.14,chembl,AVDOUEOFSCXBTB-CWWBUFHZSA-N,7.968357038499364
52477,C10H21NO3,tertiary,CCCCN1CC[C@H](O)[C@H](O)[C@H]1CO,4,base,pKAH1,8.96,chembl,IODUPADKAVXSTI-KXUCPTDWSA-N,8.421701287205552
52492,C12H20N4O3,primary,COC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](N)C(C)C,15,base,pKAH1,8.52,chembl,SOTMNTBAGUGOAS-UWVGGRQHSA-N,9.75078679660941
52498,C10H14N2O,primary,C[C@H](N)C(=O)NCc1ccccc1,2,base,pKAH1,8.39,chembl,VRHPVAHXPQMOJZ-QMMMGPOBSA-N,8.389115443761483
52537,C13H17N,tertiary,Cc1ccccc1C1=CCN(C)CC1,10,base,pKAH1,8.44,chembl,BORHNVHYIYTKKC-UHFFFAOYSA-N,9.061646111909162
52546,C12H19NO3,primary,COc1cc(OC)c(CC(C)N)c(OC)c1,11,base,pKAH1,9.89,chembl,DDGNOUVDFKXADP-UHFFFAOYSA-N,9.851150167320547
52573,C11H19N3O6,primary,C[C@@H](O)[C@H](NC(=O)[C@@H](N)CC[C@]1(O)CNC1=O)C(=O)O,8,base,pKAH1,7.84,chembl,BFSBNVPBVGFFCF-WDOVLDDZSA-N,8.02505963140487
52589,C12H19N7O3,primary,NCCNC[C@H]1OC(n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,3,base,pKAH1,9.38,chembl,UNYKZPOSLVYGBY-PUXKXDTASA-N,8.209196161654894
52593,C7H13N3,primary,CC(N)C(C)c1c[nH]cn1,2,base,pKAH1,9.84,chembl,QQTWSOMOTYJIQP-UHFFFAOYSA-N,10.037230103767891
52616,C12H15NO2,primary,NCCc1c2c(cc3c1OCC3)OCC2,0,base,pKAH1,9.69,chembl,TUZLDMANNCPSHX-UHFFFAOYSA-N,9.734314047211281
52628,C13H14N2O2,tertiary,O=C1NC(=O)[C@@H]2CCCN2[C@H]1c1ccccc1,9,base,pKAH1,5.35,chembl,HBBMDAQPPJMYRZ-QWRGUYRKSA-N,6.939410758344674
52659,C7H11N3,primary,NC[C@@H]1C[C@@H]1c1c[nH]cn1,0,base,pKAH1,10.05,chembl,LMFNLINKCDGRTE-WDSKDSINSA-N,9.85054033561711
52686,C13H14N2O,secondary,Cc1noc2cc3c(cc12)C1CNCC3C1,12,base,pKAH1,9.7,chembl,KGPHVDWVHJLNAH-UHFFFAOYSA-N,9.366928465198201
52694,C12H24N2O2,secondary,C/C(=N\OC[C@@H](O)CNC(C)(C)C)C1CC1,8,base,pKAH1,9.96,chembl,IYQDIWRBEQWANY-LUHPIMIVSA-N,8.706856955909725
52696,C11H17NO,primary,Cc1cccc(C)c1OC[C@H](C)N,12,base,pKAH1,9.52,chembl,VLPIATFUUWWMKC-JTQLQIEISA-N,9.813536312134627
52704,C12H19N3O3,secondary,O=C1[C@H]2CNC[C@H]2C(=O)N1CCN1CCOCC1,4,base,pKAH1,10.12,chembl,MVHJDBJWBWYILT-AOOOYVTPSA-N,7.538225069386316
52726,C8H17N,tertiary,CCCN1CCCCC1,3,base,pKAH1,10.27,chembl,VTDIWMPYBAVEDY-UHFFFAOYSA-N,10.07206937745114
52744,C13H19NO4,secondary,CC(C)NCC(O)COC(=O)c1ccc(O)cc1,3,base,pKAH1,9.88,chembl,AEFNQYGTCRACND-UHFFFAOYSA-N,8.165364101041698
52745,C12H16N4O,secondary,Cc1cc(-c2cnn(C3CCNCC3)c2)on1,11,base,pKAH1,10.12,chembl,PITRDXBGXXUQET-UHFFFAOYSA-N,9.335134071770362
52757,C12H26N2O,primary,CC(=O)NCCCCCCCCCCN,14,base,pKAH1,10.21,chembl,IYQFMEUXLIHZDF-UHFFFAOYSA-N,10.332519036668021
52804,C12H20N2O5,primary,N[C@@H](CCCCC(=O)O)C(=O)N1CCC[C@H]1C(=O)O,0,base,pKAH1,8.43,chembl,OHKOHKNZMOVXMV-IUCAKERBSA-N,7.823178635510283
52809,C12H16N2,tertiary,CCN(C)CCC#Cc1cccnc1,2,base,pKAH1,9.24,chembl,DGPGTYZUJIIMAU-UHFFFAOYSA-N,8.530806420192988
52880,C12H18N2O3,secondary,O[C@@H]1[C@H](O)[C@@H](CNCc2ccccc2)N[C@@H]1O,14,base,pKAH1,8.29,chembl,GTWDNIHZCBBNKH-DDHJBXDOSA-N,7.474867365296035
52893,C12H15NO2,primary,COC(=O)/C=C/C(N)Cc1ccccc1,7,base,pKAH1,9.45,chembl,GIBLLUQATZGTAM-BQYQJAHWSA-N,8.372173740866964
52924,C13H18N2O2,tertiary,CN1CCC[C@H]1[C@H]1COc2cc(N)ccc2O1,1,base,pKAH1,8.59,chembl,ARNAMSOHVXGSFE-GXFFZTMASA-N,8.582528685153566
52940,C13H20N6O4,primary,NCCCNc1ncnc2c1ncn2C1O[C@H](CO)[C@@H](O)[C@H]1O,0,base,pKAH1,9.82,chembl,PQJLAZRZUFGWPG-RJNFYWFKSA-N,9.836959094679898
52946,C12H12N4O,secondary,CN[C@@H]1Cc2cc(C#N)cc3[nH]c(=O)n(c23)C1,1,base,pKAH1,9.01,chembl,FXPWIJUEEVCPAI-SECBINFHSA-N,8.032241995767844
53000,C12H23NO9,secondary,OC[C@H]1O[C@H](OC[C@H]2NC[C@@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,8,base,pKAH1,7.99,chembl,IIJOGKBFUDNUQI-DCUALPFSSA-N,7.946795341212607
53020,C13H19NO5,secondary,COc1cc(OC)c(CN[C@@H](C)C(=O)O)c(OC)c1,9,base,pKAH1,8.31,chembl,AJFIMJLGRPYGMD-QMMMGPOBSA-N,7.64337306886957
53025,C8H12N2O4,primary,Cc1c(O)noc1C(C)C(N)C(=O)O,10,base,pKAH1,7.55,chembl,DDHHHOHDTORXFV-UHFFFAOYSA-N,7.885501175921135
53051,C11H15N5O4,secondary,Nc1nc2c([C@@H]3N[C@H](CO)[C@@H](O)[C@H]3O)c[nH]c2c(=O)[nH]1,6,base,pKAH1,7.93,chembl,KBIDJCVAURJXFG-PVEDRDFWSA-N,7.946823503567767
53075,C12H22N6,tertiary,Nc1n[nH]c(N2CCN(CC3CCCC3)CC2)n1,8,base,pKAH1,8.44,chembl,GPVGMSOFOPARIB-UHFFFAOYSA-N,8.534517876793732
53091,C13H17N3O,primary,CC1(c2ccc3[nH]c([C@@H](N)CO)nc3c2)CC1,9,base,pKAH1,7.61,chembl,LAPNNRNPQTVSNS-VIFPVBQESA-N,8.584638628520604
53153,C13H16N2,secondary,C1=C(c2cccnc2)C2CCC(CC1)N2,14,base,pKAH1,10.28,chembl,BACMDOCEIHERJI-UHFFFAOYSA-N,9.564262300878239
53154,C6H15NO2,primary,CCC[C@@H](O)[C@@H](N)CO,6,base,pKAH1,9.29,chembl,DNLRJWGHGZRUON-NTSWFWBYSA-N,9.098739280271918
53178,C12H14N2O,secondary,COc1ccc2c3c([nH]c2c1)CNCC3,12,base,pKAH1,9.08,chembl,SCIRNASYBOGBOO-UHFFFAOYSA-N,9.247313895889826
53185,C11H12N2,primary,NC1CC1c1c[nH]c2ccccc12,0,base,pKAH1,9.57,chembl,WMUNIKSCJKEXKG-UHFFFAOYSA-N,8.967014549233486
53191,C12H22N6,tertiary,CC(C)Nc1cc(N2CCN(C)CC2)nc(N)n1,17,base,pKAH1,7.58,chembl,KAUYUPRYNGTHLK-UHFFFAOYSA-N,8.535370244735732
53218,C13H14N4O,secondary,CNCc1nc(-c2cn(C)c3ccccc23)no1,1,base,pKAH1,7.47,chembl,YWQWQCWFRBTDBK-UHFFFAOYSA-N,8.138290080060385
53266,C12H15N7O,primary,NCCCCn1c(-c2nonc2N)nc2cnccc21,0,base,pKAH1,10.2,chembl,CNPSESFWJBPDDG-UHFFFAOYSA-N,8.106419392894162
53271,C6H14N2O3,primary,NC[C@@H]1N[C@@H](CO)[C@H](O)[C@@H]1O,3,base,pKAH1,9.19,chembl,NJOZFAFEQVQFJI-AZGQCCRYSA-N,8.475538337832544
53280,C10H19NO2,tertiary,CCC1OCC2(CCN(C)CC2)O1,8,base,pKAH1,9.95,chembl,VGEBJUNXAXJOTD-UHFFFAOYSA-N,8.540631210878342
53297,C7H10N2,primary,NCc1ccc(N)cc1,0,base,pKAH1,9.43,chembl,BFWYZZPDZZGSLJ-UHFFFAOYSA-N,9.754774411864537
53307,C11H14N6O3,secondary,Nc1ncnc2c1ncn2[C@@H]1O[C@@]2(CO)CN[C@@H]1[C@@H]2O,16,base,pKAH1,7.87,chembl,BTFLGXGCFRVEPF-ZGUVBZSNSA-N,8.056566630845815
53314,C6H9N3O3,primary,Cc1cnn(O)c1[C@H](N)C(=O)O,8,base,pKAH1,7.41,chembl,XRDYJERHOMOCBP-BYPYZUCNSA-N,7.7120457032502046
53347,C13H25NO3,primary,CCCCCCCCOC(=O)CCC(=O)CN,16,base,pKAH1,7.83,chembl,IQAUDAWJSWAYED-UHFFFAOYSA-N,8.984530763830485
53362,C8H11N3O,secondary,CO/N=C(\C#N)C1=CCCNC1,10,base,pKAH1,8.39,chembl,VMMDRBODBOIPTK-DHZHZOJOSA-N,8.557395626106983
53370,C12H22N2O,tertiary,CC(C)C(=O)N[C@H]1CCN2CCCC[C@@H]12,9,base,pKAH1,9.53,chembl,YQMSHMLJUFBQKQ-QWRGUYRKSA-N,9.320705084971062
53376,C12H29N3,primary,NCCCCCCNCCCCCCN,0,base,pKAH1,10.95,chembl,MRNZSTMRDWRNNR-UHFFFAOYSA-N,10.589946662053352
53398,C12H27NO2,primary,CCCCCCCCC[C@H](O)[C@@H](N)CO,12,base,pKAH1,9.29,chembl,VXQKRERKPNSAKY-RYUDHWBXSA-N,8.855166944346674
53403,C12H18N2O3,secondary,O=C(CO)NCCNCC(O)c1ccccc1,7,base,pKAH1,8.73,chembl,KFQMQKPNDZBHKS-UHFFFAOYSA-N,8.053986651749922
53404,C12H18N6O,tertiary,CN1CCc2c(c(NCCO)nc3[nH]nc(N)c23)C1,16,base,pKAH1,5.99,chembl,SNXKKJVCTIBBDN-UHFFFAOYSA-N,8.278505871818654
53408,C11H17N3,secondary,c1cncc(N2CCCNCCC2)c1,9,base,pKAH1,10.32,chembl,APYCQWZCHZQKRW-UHFFFAOYSA-N,9.548442693336684
53414,C12H19N3O,secondary,N#C[C@@H]1CCCN1C(=O)CNC1CCCC1,10,base,pKAH1,9.18,chembl,QQNHTINEHANVJY-NSHDSACASA-N,8.021789744260403
53420,C9H15NO4,secondary,CC(C)(C)OC(=O)[C@@H]1C[C@@H](C(=O)O)N1,13,base,pKAH1,5.55,chembl,JBMNFFALJSFZHH-WDSKDSINSA-N,7.680885561257997
53437,C10H11N5O3,secondary,O=[N+]([O-])c1ccc(N2CCNCC2)c2nonc12,10,base,pKAH1,8.73,chembl,MVLWYDGJBGPXOL-UHFFFAOYSA-N,7.873852498433403
53447,C13H19NO3,tertiary,COCCN1CCOC(c2cccc(O)c2)C1,4,base,pKAH1,6.5,chembl,OIEBMHRWPGYXOW-UHFFFAOYSA-N,8.174944798686766
53452,C13H21N3O2,tertiary,CC(C)(C)N(CCO)CCC(=O)c1cnccn1,4,base,pKAH1,8.71,chembl,JOGLYOFBXXBMEG-UHFFFAOYSA-N,8.058707874221016
53462,C13H19NO,secondary,COc1ccc2c(c1)CCC2NC(C)C,11,base,pKAH1,9.61,chembl,XWRFGUJJTUYOPT-UHFFFAOYSA-N,8.824084390215194
53466,C13H15N7,tertiary,CN1CCN(c2nc3cccnc3n3cnnc23)CC1,1,base,pKAH1,7.43,chembl,BYAVSOKLNYIJSU-UHFFFAOYSA-N,8.194554793595564
53476,C9H15NO4,secondary,COC(=O)[C@@H]1CCC[C@H](C(=O)OC)N1,13,base,pKAH1,2.8,chembl,DTBPRDQEECCDNY-KNVOCYPGSA-N,7.293088896459022
53495,C13H18N4,tertiary,CN1CCN(Cc2cnn3ccccc23)CC1,4,base,pKAH1,7.73,chembl,JPJLOKLXASWXIM-UHFFFAOYSA-N,8.575305782871771
53498,C12H15NO,tertiary,C#CCN(C)Cc1ccc(OC)cc1,3,base,pKAH1,7.9,chembl,RXBHBEQTQDMBRF-UHFFFAOYSA-N,8.00400134209859
53540,C13H17N5O3,tertiary,O=[N+]([O-])c1c(N2CCN(CCO)CC2)nc2ccccn12,8,base,pKAH1,7.06,chembl,DWYMEPWQVAKKAA-UHFFFAOYSA-N,7.848073939157231
53545,C10H18N6,tertiary,Nc1n[nH]c(N2CCN(CC3CC3)CC2)n1,8,base,pKAH1,7.99,chembl,CFAZBDWOFDXPHF-UHFFFAOYSA-N,8.459817009720428
53549,C13H23N5,secondary,CN[C@@H]1CCN(c2cc(N)nc(NC(C)C)c2)C1,1,base,pKAH1,10.67,chembl,SGPLDGDCOVIGGN-SNVBAGLBSA-N,8.80127415492664
53580,C13H15N3O2,primary,C[C@H](N)C(=O)NCC(=O)c1c[nH]c2ccccc12,2,base,pKAH1,8.19,chembl,KHKWZIANWMPRDJ-QMMMGPOBSA-N,8.051021603264935
53589,C9H16N2O2,secondary,COC(=O)N1CC2CNCC(C2)C1,8,base,pKAH1,10.26,chembl,MRSAIDFRTZWWBE-UHFFFAOYSA-N,9.90793522898102
53593,C7H14N4,primary,NCCCCc1c[nH]c(N)n1,0,base,pKAH1,10.24,chembl,ZTYXRDGCCBTGCB-UHFFFAOYSA-N,10.329306941327111
53598,C13H17N3O3,tertiary,CCc1nc2c(o1)C(O)=C/C(=N\CCN(C)C)C2=O,14,base,pKAH1,8.35,chembl,RZTMZFQVLUMMIL-RIYZIHGNSA-N,9.367836217131421
53626,C13H21N5,secondary,Nc1nc(C2CCCC2)cc(N2CCNCC2)n1,14,base,pKAH1,8.8,chembl,UYXWQSZIUMRFIW-UHFFFAOYSA-N,8.960125608101386
53659,C10H19NO,tertiary,CO[C@H]1CC[C@H]2CCN(C)[C@H]2C1,8,base,pKAH1,10.27,chembl,PNDUXUALYZWZES-GUBZILKMSA-N,9.37083741250588
53664,C13H15N3O,tertiary,N#CCN1CCN(c2cccccc2=O)CC1,3,base,pKAH1,3.94,chembl,OISWXILJSGCCIG-UHFFFAOYSA-N,7.802242878282012
53665,C13H17N3O,primary,COc1ccc(-c2c[nH]c(C(C)(C)N)n2)cc1,13,base,pKAH1,8.4,chembl,SDCXTUBNZMRVIX-UHFFFAOYSA-N,7.667377097161217
53689,C12H15N,tertiary,C1=CCN(Cc2ccccc2)CC1,3,base,pKAH1,8.86,chembl,SIRJFTFGHZXRRZ-UHFFFAOYSA-N,8.79805007740562
53699,C11H15N3,secondary,c1cncc(N2C[C@H]3CNC[C@H]3C2)c1,9,base,pKAH1,11.12,chembl,KOMXDDRATCALPT-AOOOYVTPSA-N,9.478109009457526
53717,C7H9N3O4,primary,NC(Cn1ccc(=O)[nH]c1=O)C(=O)O,0,base,pKAH1,8.46,chembl,FACUYWPMDKTVFU-UHFFFAOYSA-N,8.01939182944974
53718,C11H23N7O3,primary,N=C(NCCC[C@H](N)C(=O)N[C@H]1CCCNC1)N[N+](=O)[O-],0,base,pKAH1,9.53,chembl,FBMZWGOJULAORJ-IUCAKERBSA-N,9.487056060194726
53741,C10H12N2O4,primary,N[C@H]1CO[C@H](c2ccc([N+](=O)[O-])cc2)OC1,0,base,pKAH1,9.0,chembl,KITRMISGIRRUFX-CZMCAQCFSA-N,8.161747974711616
53742,C13H17N3O,secondary,COc1ccc2[nH]c(C3CCNCC3)nc2c1,11,base,pKAH1,10.04,chembl,BOXYYPUGLOCCOE-UHFFFAOYSA-N,9.893141859437945
53749,C10H12N2O4,primary,N[C@H]1CO[C@H](c2cccc([N+](=O)[O-])c2)OC1,0,base,pKAH1,9.0,chembl,DGHNYURNAMCRBC-CZMCAQCFSA-N,8.694767241558374
53752,C13H16N4O,secondary,C[C@H]1NC(C(=O)NN)Cc2c1[nH]c1ccccc21,2,base,pKAH1,7.28,chembl,JBWBBKSDBPQCII-DKSCNQEISA-N,8.220567120048981
53769,C11H12N6,tertiary,CN1CCN(c2nc(C#N)cnc2C#N)CC1,1,base,pKAH1,6.8,chembl,MQAMFFGKLBSLHT-UHFFFAOYSA-N,7.739702107150291
53776,C11H13N3,primary,NCc1cccc(Cn2cccn2)c1,0,base,pKAH1,9.28,chembl,XKFHMAZBNKKNMT-UHFFFAOYSA-N,8.920731045116932
53793,C7H18N2O4,secondary,OCCNCCNC(O)C(O)CO,3,base,pKAH1,8.75,chembl,YXOUCGNDWHNFMA-UHFFFAOYSA-N,8.071229056448187
53796,C11H14N2,tertiary,CN(C)Cc1c[nH]c2ccccc12,1,base,pKAH1,8.99,chembl,OCDGBSUVYYVKQZ-UHFFFAOYSA-N,9.222403677189078
53845,C13H21N5,secondary,CN[C@@H]1CCN(c2nc(N)nc3c2CCCC3)C1,1,base,pKAH1,9.6,chembl,ZWSSEDGUWNMSRJ-SECBINFHSA-N,8.756154433810433
53860,C6H12N2O3,primary,C[C@@H](N)C(=O)N[C@H](C)C(=O)O,2,base,pKAH1,8.39,chembl,DEFJQIDDEAULHB-QWWZWVQMSA-N,8.223371047294906
53917,C13H21N3O3,tertiary,CCCCOc1nonc1OC1CN2CCC1CC2,13,base,pKAH1,7.25,chembl,ZOGBYEPTUKDMKV-UHFFFAOYSA-N,8.561142094143499
53940,C11H17NO3,primary,COc1cc(CCN)cc(OC)c1OC,7,base,pKAH1,9.77,chembl,RHCSKNNOAZULRK-UHFFFAOYSA-N,9.761084261130508
53945,C12H18N2,primary,Cc1cc2c(cc1CC(C)N)CCN2,10,base,pKAH1,10.11,chembl,KMDNCNZLZNDTAF-UHFFFAOYSA-N,10.040778173030121
53949,C10H17NO3,tertiary,COC(=O)[C@@H]1C2CCC(C[C@@H]1O)N2C,12,base,pKAH1,9.04,chembl,QIQNNBXHAYSQRY-ABIFROTESA-N,8.292658087556983
53951,C9H13N5,tertiary,Nc1nncc([C@H]2CN3CC[C@H]2C3)n1,8,base,pKAH1,8.76,chembl,VEXGOQJJMVZKMY-BQBZGAKWSA-N,9.656514758599878
54009,C11H14N4,secondary,c1ccc2c(c1)nnn2C[C@H]1CCCN1,14,base,pKAH1,10.86,chembl,FOWRKDSQAPWGQE-SECBINFHSA-N,8.088754090034637
54011,C7H12N4O2,secondary,C[C@@H]1N[C@@H](c2c[nH]nn2)[C@H](O)[C@@H]1O,2,base,pKAH1,7.5,chembl,WFDGPMHOBFBDIS-OIADKPKDSA-N,8.010992899101753
54016,C12H17NO2,primary,Cc1ccc([C@H]2OC[C@@H](N)[C@@H](C)O2)cc1,9,base,pKAH1,9.07,chembl,PZTLPZINAMKJJU-JLLWLGSASA-N,8.573280018090427
54026,C13H16N2O3,tertiary,COC(=O)C1=CC(O)CN(Cc2cccnc2)C1,9,base,pKAH1,6.85,chembl,CXJRNKMVOAGCRL-UHFFFAOYSA-N,7.664493982028534
54042,C7H7N3O4,primary,NCc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0,base,pKAH1,8.3,chembl,SVEPUZNLROGYNZ-UHFFFAOYSA-N,8.311254706391017
54046,C9H20N2,secondary,CCCCCN1CCNCC1,5,base,pKAH1,9.45,chembl,MJWWNBHUIIRNDZ-UHFFFAOYSA-N,10.204552649842904
54073,C10H15N3O2,tertiary,CC1CN(C)C(C)c2cc([N+](=O)[O-])[nH]c21,3,base,pKAH1,8.51,chembl,LODCSLMIKARQSW-UHFFFAOYSA-N,8.232602564082665
54113,C12H15N3,primary,NCCc1cncn1Cc1ccccc1,0,base,pKAH1,9.74,chembl,XSDYRVQWQJIFRI-UHFFFAOYSA-N,9.685307538572413
54114,C12H17NO2,secondary,CNC(C)Cc1ccc2c(c1)OCCO2,1,base,pKAH1,10.15,chembl,UJKWLAZYSLJTKA-UHFFFAOYSA-N,9.635788253835322
54189,C6H15N3O,primary,NCCCC[C@H](N)C(N)=O,0,base,pKAH1,10.21,chembl,HKXLAGBDJVHRQG-YFKPBYRVSA-N,10.231304631551598
